metric,step,value
train/explained_variance,49152,0.673480749130249
train/explained_variance,51200,0.6241722106933594
train/explained_variance,53248,0.620904266834259
train/explained_variance,55296,0.6035135984420776
train/explained_variance,57344,0.6257005929946899
train/explained_variance,59392,0.5940017104148865
train/explained_variance,61440,0.5969475507736206
train/explained_variance,63488,0.6404229402542114
train/explained_variance,65536,0.6149288415908813
train/explained_variance,67584,0.6532886624336243
train/explained_variance,69632,0.6601799726486206
train/explained_variance,71680,0.6705652475357056
train/explained_variance,73728,0.6245148181915283
train/explained_variance,75776,0.6037935614585876
train/explained_variance,77824,0.5980486869812012
train/explained_variance,79872,0.6464840173721313
train/explained_variance,81920,0.6709808111190796
train/explained_variance,83968,0.5537437796592712
train/explained_variance,86016,0.5046303272247314
train/explained_variance,88064,0.6938358545303345
train/explained_variance,90112,0.7783188223838806
train/explained_variance,92160,0.5707029104232788
train/explained_variance,94208,0.5619445443153381
train/explained_variance,96256,0.6344082355499268
train/explained_variance,98304,0.6241699457168579
train/explained_variance,100352,0.5192579627037048
train/explained_variance,102400,0.5189992785453796
train/explained_variance,104448,0.6331048011779785
train/explained_variance,106496,0.5776224136352539
train/explained_variance,108544,0.5834857821464539
train/explained_variance,110592,0.6230771541595459
train/explained_variance,112640,0.6940662264823914
train/explained_variance,114688,0.7168053388595581
train/explained_variance,116736,0.6082830429077148
train/explained_variance,118784,0.7698442935943604
train/explained_variance,120832,0.7100814580917358
train/explained_variance,122880,0.7705062031745911
train/explained_variance,124928,0.6439536809921265
train/explained_variance,126976,0.5850961208343506
train/explained_variance,129024,0.611150860786438
train/explained_variance,131072,0.6065574884414673
train/explained_variance,133120,0.6818554401397705
train/explained_variance,135168,0.6542240381240845
train/explained_variance,137216,0.6592261791229248
train/explained_variance,139264,0.6258825063705444
train/explained_variance,141312,0.7180715799331665
train/explained_variance,143360,0.7369695901870728
train/explained_variance,145408,0.6234340667724609
train/explained_variance,147456,0.6769195795059204
train/explained_variance,149504,0.712458610534668
train/explained_variance,151552,0.5854778289794922
train/explained_variance,153600,0.66975998878479
train/explained_variance,155648,0.686860203742981
train/explained_variance,157696,0.6824400424957275
train/explained_variance,159744,0.6623521447181702
train/explained_variance,161792,0.5945361852645874
train/explained_variance,163840,0.7028484344482422
train/explained_variance,165888,0.5943454504013062
train/explained_variance,167936,0.6649582386016846
train/explained_variance,169984,0.6192111968994141
train/explained_variance,172032,0.7041836977005005
train/explained_variance,174080,0.6391241550445557
train/explained_variance,176128,0.7049804925918579
train/explained_variance,178176,0.6569428443908691
train/explained_variance,180224,0.6349393129348755
train/explained_variance,182272,0.6178464889526367
train/explained_variance,184320,0.6748093366622925
train/explained_variance,186368,0.7877218723297119
train/explained_variance,188416,0.6535786390304565
train/explained_variance,190464,0.6649296283721924
train/explained_variance,192512,0.668282151222229
train/explained_variance,194560,0.6250797510147095
train/explained_variance,196608,0.54884934425354
train/explained_variance,198656,0.5758676528930664
train/explained_variance,200704,0.5763839483261108
train/learning_rate,4096,0.0003000000142492354
train/learning_rate,6144,0.0003000000142492354
train/learning_rate,8192,0.0003000000142492354
train/learning_rate,10240,0.0003000000142492354
train/learning_rate,12288,0.0003000000142492354
train/learning_rate,14336,0.0003000000142492354
train/learning_rate,16384,0.0003000000142492354
train/learning_rate,18432,0.0003000000142492354
train/learning_rate,20480,0.0003000000142492354
train/learning_rate,22528,0.0003000000142492354
train/learning_rate,24576,0.0003000000142492354
train/learning_rate,26624,0.0003000000142492354
train/learning_rate,28672,0.0003000000142492354
train/learning_rate,30720,0.0003000000142492354
train/learning_rate,32768,0.0003000000142492354
train/learning_rate,34816,0.0003000000142492354
train/learning_rate,36864,0.0003000000142492354
train/learning_rate,38912,0.0003000000142492354
train/learning_rate,40960,0.0003000000142492354
train/learning_rate,43008,0.0003000000142492354
train/learning_rate,45056,0.0003000000142492354
train/learning_rate,47104,0.0003000000142492354
train/learning_rate,49152,0.0003000000142492354
train/learning_rate,51200,0.0003000000142492354
train/learning_rate,53248,0.0003000000142492354
train/learning_rate,55296,0.0003000000142492354
train/learning_rate,57344,0.0003000000142492354
train/learning_rate,59392,0.0003000000142492354
train/learning_rate,61440,0.0003000000142492354
train/learning_rate,63488,0.0003000000142492354
train/learning_rate,65536,0.0003000000142492354
train/learning_rate,67584,0.0003000000142492354
train/learning_rate,69632,0.0003000000142492354
train/learning_rate,71680,0.0003000000142492354
train/learning_rate,73728,0.0003000000142492354
train/learning_rate,75776,0.0003000000142492354
train/learning_rate,77824,0.0003000000142492354
train/learning_rate,79872,0.0003000000142492354
train/learning_rate,81920,0.0003000000142492354
train/learning_rate,83968,0.0003000000142492354
train/learning_rate,86016,0.0003000000142492354
train/learning_rate,88064,0.0003000000142492354
train/learning_rate,90112,0.0003000000142492354
train/learning_rate,92160,0.0003000000142492354
train/learning_rate,94208,0.0003000000142492354
train/learning_rate,96256,0.0003000000142492354
train/learning_rate,98304,0.0003000000142492354
train/learning_rate,100352,0.0003000000142492354
train/learning_rate,102400,0.0003000000142492354
train/learning_rate,104448,0.0003000000142492354
train/learning_rate,106496,0.0003000000142492354
train/learning_rate,108544,0.0003000000142492354
train/learning_rate,110592,0.0003000000142492354
train/learning_rate,112640,0.0003000000142492354
train/learning_rate,114688,0.0003000000142492354
train/learning_rate,116736,0.0003000000142492354
train/learning_rate,118784,0.0003000000142492354
train/learning_rate,120832,0.0003000000142492354
train/learning_rate,122880,0.0003000000142492354
train/learning_rate,124928,0.0003000000142492354
train/learning_rate,126976,0.0003000000142492354
train/learning_rate,129024,0.0003000000142492354
train/learning_rate,131072,0.0003000000142492354
train/learning_rate,133120,0.0003000000142492354
train/learning_rate,135168,0.0003000000142492354
train/learning_rate,137216,0.0003000000142492354
train/learning_rate,139264,0.0003000000142492354
train/learning_rate,141312,0.0003000000142492354
train/learning_rate,143360,0.0003000000142492354
train/learning_rate,145408,0.0003000000142492354
train/learning_rate,147456,0.0003000000142492354
train/learning_rate,149504,0.0003000000142492354
train/learning_rate,151552,0.0003000000142492354
train/learning_rate,153600,0.0003000000142492354
train/learning_rate,155648,0.0003000000142492354
train/learning_rate,157696,0.0003000000142492354
train/learning_rate,159744,0.0003000000142492354
train/learning_rate,161792,0.0003000000142492354
train/learning_rate,163840,0.0003000000142492354
train/learning_rate,165888,0.0003000000142492354
train/learning_rate,167936,0.0003000000142492354
train/learning_rate,169984,0.0003000000142492354
train/learning_rate,172032,0.0003000000142492354
train/learning_rate,174080,0.0003000000142492354
train/learning_rate,176128,0.0003000000142492354
train/learning_rate,178176,0.0003000000142492354
train/learning_rate,180224,0.0003000000142492354
train/learning_rate,182272,0.0003000000142492354
train/learning_rate,184320,0.0003000000142492354
train/learning_rate,186368,0.0003000000142492354
train/learning_rate,188416,0.0003000000142492354
train/learning_rate,190464,0.0003000000142492354
train/learning_rate,192512,0.0003000000142492354
train/learning_rate,194560,0.0003000000142492354
train/learning_rate,196608,0.0003000000142492354
train/learning_rate,198656,0.0003000000142492354
train/learning_rate,200704,0.0003000000142492354
train/loss,4096,9.132243156433105
train/loss,6144,6.339987754821777
train/loss,8192,12.69650936126709
train/loss,10240,10.085816383361816
train/loss,12288,16.756223678588867
train/loss,14336,19.491764068603516
train/loss,16384,14.950927734375
train/loss,18432,27.843923568725586
train/loss,20480,9.570698738098145
train/loss,22528,6.467009544372559
train/loss,24576,6.454100131988525
train/loss,26624,19.300352096557617
train/loss,28672,7.343513488769531
train/loss,30720,20.957035064697266
train/loss,32768,24.77263641357422
train/loss,34816,26.3045711517334
train/loss,36864,9.192625045776367
train/loss,38912,38.975555419921875
train/loss,40960,16.969684600830078
train/loss,43008,31.121732711791992
train/loss,45056,13.087133407592773
train/loss,47104,14.284729957580566
train/loss,49152,36.01887512207031
train/loss,51200,8.053147315979004
train/loss,53248,39.720211029052734
train/loss,55296,33.17353439331055
train/loss,57344,60.306060791015625
train/loss,59392,31.542232513427734
train/loss,61440,46.69358444213867
train/loss,63488,38.93130111694336
train/loss,65536,39.366851806640625
train/loss,67584,32.77388381958008
train/loss,69632,26.662555694580078
train/loss,71680,25.227699279785156
train/loss,73728,6.529966354370117
train/loss,75776,7.07000207901001
train/loss,77824,35.70178985595703
train/loss,79872,18.49275016784668
train/loss,81920,7.0401506423950195
train/loss,83968,18.211572647094727
train/loss,86016,31.990907669067383
train/loss,88064,9.780682563781738
train/loss,90112,8.673637390136719
train/loss,92160,15.87356185913086
train/loss,94208,16.13593864440918
train/loss,96256,22.092004776000977
train/loss,98304,36.001399993896484
train/loss,100352,30.926237106323242
train/loss,102400,36.37757110595703
train/loss,104448,13.350488662719727
train/loss,106496,22.26306915283203
train/loss,108544,9.968193054199219
train/loss,110592,19.831817626953125
train/loss,112640,11.12939739227295
train/loss,114688,24.965721130371094
train/loss,116736,38.39903259277344
train/loss,118784,10.208617210388184
train/loss,120832,14.470745086669922
train/loss,122880,35.437110900878906
train/loss,124928,8.53054141998291
train/loss,126976,10.78221607208252
train/loss,129024,22.70439338684082
train/loss,131072,27.62566566467285
train/loss,133120,34.721588134765625
train/loss,135168,22.899383544921875
train/loss,137216,9.811944961547852
train/loss,139264,19.86186981201172
train/loss,141312,15.349709510803223
train/loss,143360,10.128849029541016
train/loss,145408,8.447765350341797
train/loss,147456,10.204465866088867
train/loss,149504,37.83218002319336
train/loss,151552,59.57962417602539
train/loss,153600,7.733164310455322
train/loss,155648,14.677396774291992
train/loss,157696,8.069805145263672
train/loss,159744,41.3825569152832
train/loss,161792,53.536434173583984
train/loss,163840,11.734528541564941
train/loss,165888,36.12388610839844
train/loss,167936,48.4306640625
train/loss,169984,33.37296676635742
train/loss,172032,14.037954330444336
train/loss,174080,12.293712615966797
train/loss,176128,23.427825927734375
train/loss,178176,15.033143997192383
train/loss,180224,36.09585189819336
train/loss,182272,18.127256393432617
train/loss,184320,27.273387908935547
train/loss,186368,8.519099235534668
train/loss,188416,9.240870475769043
train/loss,190464,46.214412689208984
train/loss,192512,12.306496620178223
train/loss,194560,8.279105186462402
train/loss,196608,19.712608337402344
train/loss,198656,61.98249816894531
train/loss,200704,9.10180377960205
train/policy_gradient_loss,4096,-0.0002973112277686596
train/policy_gradient_loss,6144,-0.002491420367732644
train/policy_gradient_loss,8192,-0.0023535459768027067
train/policy_gradient_loss,10240,-0.003236528253182769
train/policy_gradient_loss,12288,-0.005119993817061186
train/policy_gradient_loss,14336,-0.0036105052568018436
train/policy_gradient_loss,16384,-0.00731529900804162
train/policy_gradient_loss,18432,-0.002750440500676632
train/policy_gradient_loss,20480,-0.0046655237674713135
train/policy_gradient_loss,22528,-0.003088981145992875
train/policy_gradient_loss,24576,-0.002045776229351759
train/policy_gradient_loss,26624,-0.0036808503791689873
train/policy_gradient_loss,28672,-0.0019668815657496452
train/policy_gradient_loss,30720,0.000193878571735695
train/policy_gradient_loss,32768,-0.002622027648612857
train/policy_gradient_loss,34816,0.0001820986799430102
train/policy_gradient_loss,36864,-0.0007031876011751592
train/policy_gradient_loss,38912,-0.005118835251778364
train/policy_gradient_loss,40960,-0.0035364984069019556
train/policy_gradient_loss,43008,-0.000620500126387924
train/policy_gradient_loss,45056,-0.0013841716572642326
train/policy_gradient_loss,47104,-0.00519914086908102
train/policy_gradient_loss,49152,0.00013379671145230532
train/policy_gradient_loss,51200,-0.0019397595897316933
train/policy_gradient_loss,53248,-0.0003005925100296736
train/policy_gradient_loss,55296,-0.0008976764511317015
train/policy_gradient_loss,57344,-0.0013643671991303563
train/policy_gradient_loss,59392,-0.005681171081960201
train/policy_gradient_loss,61440,-0.0036734635941684246
train/policy_gradient_loss,63488,-0.00046050772652961314
train/policy_gradient_loss,65536,-0.0008247193181887269
train/policy_gradient_loss,67584,0.00013592778122983873
train/policy_gradient_loss,69632,-0.00040999363409355283
train/policy_gradient_loss,71680,-0.0013260535197332501
train/policy_gradient_loss,73728,-0.004400727804750204
train/policy_gradient_loss,75776,-0.0017352440627291799
train/policy_gradient_loss,77824,-0.002677527954801917
train/policy_gradient_loss,79872,-0.0008923379937186837
train/policy_gradient_loss,81920,-0.003134807338938117
train/policy_gradient_loss,83968,0.00015570448886137456
train/policy_gradient_loss,86016,0.0004972515744157135
train/policy_gradient_loss,88064,-0.0009196765604428947
train/policy_gradient_loss,90112,-0.0007251882343553007
train/policy_gradient_loss,92160,-0.0001146871509263292
train/policy_gradient_loss,94208,-0.0002575154067017138
train/policy_gradient_loss,96256,-0.0014897618675604463
train/policy_gradient_loss,98304,-0.0036863968707621098
train/policy_gradient_loss,100352,-0.0009016184485517442
train/policy_gradient_loss,102400,-0.0028689296450465918
train/policy_gradient_loss,104448,0.00038820988265797496
train/policy_gradient_loss,106496,-0.0015641646459698677
train/policy_gradient_loss,108544,-0.0019351666560396552
train/policy_gradient_loss,110592,-0.0014993289951235056
train/policy_gradient_loss,112640,-0.0021987746004015207
train/policy_gradient_loss,114688,-0.002435395959764719
train/policy_gradient_loss,116736,-0.002178467344492674
train/policy_gradient_loss,118784,-0.0025340246502310038
train/policy_gradient_loss,120832,-0.001202800776809454
train/policy_gradient_loss,122880,-0.0008278710301965475
train/policy_gradient_loss,124928,-0.0020244719926267862
train/policy_gradient_loss,126976,-0.0007998127839528024
train/policy_gradient_loss,129024,-0.0026441803202033043
train/policy_gradient_loss,131072,-0.0013974562752991915
train/policy_gradient_loss,133120,-0.0042239646427333355
train/policy_gradient_loss,135168,-0.004573669284582138
train/policy_gradient_loss,137216,-2.231793814644334e-06
train/policy_gradient_loss,139264,-0.0011104093864560127
train/policy_gradient_loss,141312,-0.0005004472914151847
train/policy_gradient_loss,143360,-0.001282599288970232
train/policy_gradient_loss,145408,-0.00039375355117954314
train/policy_gradient_loss,147456,-0.0008126686443574727
train/policy_gradient_loss,149504,-0.0013619994278997183
train/policy_gradient_loss,151552,-0.0006806016317568719
train/policy_gradient_loss,153600,-0.0009415835374966264
train/policy_gradient_loss,155648,-0.002045373199507594
train/policy_gradient_loss,157696,0.0004287639167159796
train/policy_gradient_loss,159744,-0.002172696404159069
train/policy_gradient_loss,161792,-0.0010810475796461105
train/policy_gradient_loss,163840,-0.0003948839439544827
train/policy_gradient_loss,165888,-8.8333516032435e-05
train/policy_gradient_loss,167936,-0.00010186166036874056
train/policy_gradient_loss,169984,-0.001042322488501668
train/policy_gradient_loss,172032,7.500415085814893e-05
train/policy_gradient_loss,174080,-0.000289785471977666
train/policy_gradient_loss,176128,-3.2205836760113016e-05
train/policy_gradient_loss,178176,-0.00044457343756221235
train/policy_gradient_loss,180224,0.00016635743668302894
train/policy_gradient_loss,182272,-0.00041996143409051
train/policy_gradient_loss,184320,-0.001086543663404882
train/policy_gradient_loss,186368,4.833604907616973e-05
train/policy_gradient_loss,188416,-2.8579333957168274e-05
train/policy_gradient_loss,190464,-1.9167970094713382e-05
train/policy_gradient_loss,192512,-0.0009449727367609739
train/policy_gradient_loss,194560,-0.00015764206182211637
train/policy_gradient_loss,196608,-8.909185999073088e-05
train/policy_gradient_loss,198656,-0.0008506037411279976
train/policy_gradient_loss,200704,-0.0003356676606927067
train/value_loss,4096,54.40575408935547
train/value_loss,6144,38.68151092529297
train/value_loss,8192,39.53099060058594
train/value_loss,10240,36.08234405517578
train/value_loss,12288,32.07734298706055
train/value_loss,14336,28.90449333190918
train/value_loss,16384,33.0353889465332
train/value_loss,18432,40.99518585205078
train/value_loss,20480,35.23691940307617
train/value_loss,22528,38.351837158203125
train/value_loss,24576,37.037357330322266
train/value_loss,26624,39.44016647338867
train/value_loss,28672,43.30934524536133
train/value_loss,30720,38.27381896972656
train/value_loss,32768,45.4530029296875
train/value_loss,34816,43.674259185791016
train/value_loss,36864,44.627845764160156
train/value_loss,38912,46.06953048706055
train/value_loss,40960,47.407249450683594
train/value_loss,43008,46.66709518432617
train/value_loss,45056,57.324676513671875
train/value_loss,47104,47.884613037109375
train/value_loss,49152,48.92884063720703
train/value_loss,51200,41.44007873535156
train/value_loss,53248,43.33078384399414
train/value_loss,55296,44.69602966308594
train/value_loss,57344,44.49660873413086
train/value_loss,59392,43.08904266357422
train/value_loss,61440,36.46757507324219
train/value_loss,63488,42.937408447265625
train/value_loss,65536,47.0680046081543
train/value_loss,67584,43.243019104003906
train/value_loss,69632,39.72279739379883
train/value_loss,71680,45.22607421875
train/value_loss,73728,45.88566589355469
train/value_loss,75776,35.56477355957031
train/value_loss,77824,40.78790283203125
train/value_loss,79872,44.038963317871094
train/value_loss,81920,43.82908630371094
train/value_loss,83968,45.893394470214844
train/value_loss,86016,44.823238372802734
train/value_loss,88064,53.75636291503906
train/value_loss,90112,41.3563232421875
train/value_loss,92160,45.12702941894531
train/value_loss,94208,45.28301239013672
train/value_loss,96256,44.838348388671875
train/value_loss,98304,41.73190689086914
train/value_loss,100352,46.49507522583008
train/value_loss,102400,48.55067825317383
train/value_loss,104448,45.91407775878906
train/value_loss,106496,45.292236328125
train/value_loss,108544,45.21590805053711
train/value_loss,110592,45.426883697509766
train/value_loss,112640,45.95173645019531
train/value_loss,114688,44.74715042114258
train/value_loss,116736,48.17223358154297
train/value_loss,118784,46.907203674316406
train/value_loss,120832,43.34739685058594
train/value_loss,122880,42.91315841674805
train/value_loss,124928,49.27528381347656
train/value_loss,126976,41.85212326049805
train/value_loss,129024,36.24605941772461
train/value_loss,131072,55.62588119506836
train/value_loss,133120,41.38300323486328
train/value_loss,135168,41.22462463378906
train/value_loss,137216,44.3703727722168
train/value_loss,139264,40.65073013305664
train/value_loss,141312,43.2429084777832
train/value_loss,143360,45.91643524169922
train/value_loss,145408,41.206443786621094
train/value_loss,147456,39.49750900268555
train/value_loss,149504,42.92522430419922
train/value_loss,151552,49.33222198486328
train/value_loss,153600,37.59398651123047
train/value_loss,155648,44.81755828857422
train/value_loss,157696,50.00559616088867
train/value_loss,159744,47.35676193237305
train/value_loss,161792,48.98048782348633
train/value_loss,163840,48.222618103027344
train/value_loss,165888,50.0836296081543
train/value_loss,167936,46.46182632446289
train/value_loss,169984,42.63163757324219
train/value_loss,172032,42.29909133911133
train/value_loss,174080,57.04741668701172
train/value_loss,176128,43.1677131652832
train/value_loss,178176,47.89168930053711
train/value_loss,180224,44.74175262451172
train/value_loss,182272,42.18511962890625
train/value_loss,184320,42.48798751831055
train/value_loss,186368,38.717857360839844
train/value_loss,188416,44.099178314208984
train/value_loss,190464,43.93205642700195
train/value_loss,192512,46.12479019165039
train/value_loss,194560,43.41437911987305
train/value_loss,196608,47.09513473510742
train/value_loss,198656,45.637786865234375
train/value_loss,200704,36.92251205444336
